B_ID,B_Name,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Significant Strikes_Landed,B__Round2_Strikes_Body Significant Strikes_Landed,B__Round2_Strikes_Clinch Significant Strikes_Landed,B__Round2_Strikes_Ground Significant Strikes_Landed,B__Round2_Strikes_Head Significant Strikes_Landed,B__Round2_Strikes_Legs Significant Strikes_Landed,B__Round2_Strikes_Significant Strikes_Landed,B__Round3_Strikes_Body Significant Strikes_Landed,B__Round3_Strikes_Clinch Significant Strikes_Landed,B__Round3_Strikes_Ground Significant Strikes_Landed,B__Round3_Strikes_Head Significant Strikes_Landed,B__Round3_Strikes_Legs Significant Strikes_Landed,B__Round3_Strikes_Significant Strikes_Landed,Date,Event_ID,Fight_ID,Last_round,Max_round,R_ID,R_Name,R__Round1_Strikes_Body Significant Strikes_Landed,R__Round1_Strikes_Clinch Significant Strikes_Landed,R__Round1_Strikes_Ground Significant Strikes_Landed,R__Round1_Strikes_Head Significant Strikes_Landed,R__Round1_Strikes_Legs Significant Strikes_Landed,R__Round1_Strikes_Significant Strikes_Landed,R__Round2_Strikes_Body Significant Strikes_Landed,R__Round2_Strikes_Clinch Significant Strikes_Landed,R__Round2_Strikes_Ground Significant Strikes_Landed,R__Round2_Strikes_Head Significant Strikes_Landed,R__Round2_Strikes_Legs Significant Strikes_Landed,R__Round2_Strikes_Significant Strikes_Landed,R__Round3_Strikes_Body Significant Strikes_Landed,R__Round3_Strikes_Clinch Significant Strikes_Landed,R__Round3_Strikes_Ground Significant Strikes_Landed,R__Round3_Strikes_Head Significant Strikes_Landed,R__Round3_Strikes_Legs Significant Strikes_Landed,R__Round3_Strikes_Significant Strikes_Landed,winby,winner
2190,Mark Eddiva,9,6,10,9,3,21,0,8,1,7,8,15,2,5,4,6,5,13,6/2/14,666,4791,2,3,2092,Kevin Souza,,,,,,,,,,,,,,,,,,,KO/TKO,red
2184,Ernest Chavez,0,1,0,5,1,6,4,2,1,3,1,8,2,1,0,5,7,14,6/2/14,666,4792,3,3,2093,Elias Silverio,9,13,6,23,7,39,5,3,3,12,1,18,7,5,12,17,0,24,SUB,red
1791,Robert Peralta,,,,,,,,,,,,,,,,,,,6/2/14,666,4816,3,3,1994,Rony Jason,0,0,0,3,0,3,,,,,,,,,,,,,DEC,blue
2200,Alexander Yakovlev,,,,,,,,,,,,,,,,,,,6/2/14,666,4819,3,3,326,Demian Maia,6,0,21,20,1,27,1,0,0,7,5,13,0,0,0,10,1,11,DEC,red
2158,Rashid Magomedov,3,0,0,0,3,6,12,4,1,2,7,21,9,8,0,6,4,19,11/5/16,666,4820,3,3,1367,Rodrigo Damm,2,3,0,11,5,18,1,1,0,19,2,22,0,0,3,26,2,28,,blue
2232,Matt Hobar,,,,,,,,,,,,,,,,,,,6/2/14,666,4821,1,3,2191,Pedro Munhoz,3,0,0,3,7,13,4,0,0,1,4,9,5,0,0,2,4,11,KO/TKO,red
2246,Antonio Carlos Junior,,,,,,,,,,,,,,,,,,,6/2/14,666,4879,3,3,2245,Vitor Miranda,,,,,,,,,,,,,,,,,,,DEC,blue
2247,Warlley Alves,,,,,,,,,,,,,,,,,,,6/2/14,666,4880,3,3,2248,Marcio Alexandre,,,,,,,,,,,,,,,,,,,SUB,blue
2250,Wagner Silva,,,,,,,,,,,,,,,,,,,6/2/14,666,4881,2,3,2249,Ricardo Abreu,,,,,,,,,,,,,,,,,,,SUB,red
2251,Richardson Moreira,,,,,,,,,,,,,,,,,,,4/25/16,666,4882,1,3,1865,Marcos Rogerio de Lima,,,,,,,,,,,,,,,,,,,KO/TKO,red
2141,Ben Wall,,,,,,,,,,,,,,,,,,,5/12/14,667,4738,1,3,1948,Justin Salas,,,,,,,,,,,,,,,,,,,KO/TKO,red
2197,Ruon Potts,,,,,,,,,,,,,,,,,,,5/12/14,667,4742,1,3,306,Soa Palelei,,,,,,,,,,,,,,,,,,,KO/TKO,red
1137,Nik Lentz,,,,,,,,,,,,,,,,,,,5/12/14,667,4744,3,3,438,Manvel Gamburyan,,,,,,,,,,,,,,,,,,,DEC,blue
2091,Darrell Montague,,,,,,,,,,,,,,,,,,,5/12/14,667,4745,3,3,2103,Kyoji Horiguchi,,,,,,,,,,,,,,,,,,,DEC,red
2166,Louis Smolka,10,11,0,6,0,16,8,7,1,13,1,22,1,6,17,51,2,54,5/12/14,667,4746,3,3,1253,Chris Cariaso,9,1,6,6,0,15,4,5,0,23,2,29,5,4,0,22,2,29,DEC,red
1422,Zak Cummings,,,,,,,,,,,,,,,,,,,5/12/14,667,4749,3,3,1871,Yan Cabral,,,,,,,,,,,,,,,,,,,DEC,blue
1860,Johnny Eduardo,,,,,,,,,,,,,,,,,,,5/12/14,667,4760,1,3,961,Eddie Wineland,6,4,0,8,3,17,3,1,27,34,0,37,,,,,,,KO/TKO,blue
1976,Daron Cruickshank,2,6,0,12,4,18,5,15,1,20,3,28,,,,,,,5/12/14,667,4763,1,3,1092,Erik Koch,0,0,16,19,0,19,,,,,,,,,,,,,KO/TKO,blue
1783,Lorenz Larkin,0,0,0,3,5,8,0,0,0,4,4,8,1,18,0,21,1,23,5/12/14,667,4766,1,3,1781,Costas Philippou,1,1,0,1,2,4,,,,,,,,,,,,,KO/TKO,red
1952,Tim Means,,,,,,,,,,,,,,,,,,,5/12/14,667,4776,3,3,2047,Neil Magny,3,3,0,14,3,20,6,10,0,14,7,27,3,2,0,19,2,24,DEC,red
2172,Albert Tumenov,0,0,14,16,0,16,0,6,0,4,2,6,3,0,0,7,0,10,5/12/14,667,4777,1,3,2127,Anthony Lapsley,,,,,,,,,,,,,,,,,,,KO/TKO,blue
2089,Piotr Hallmann,,,,,,,,,,,,,,,,,,,6/9/14,668,4767,3,3,283,Yves Edwards,,,,,,,,,,,,,,,,,,,SUB,blue
1851,Lance Benoist,,,,,,,,,,,,,,,,,,,6/9/14,668,4780,3,3,1454,Bobby Voelker,,,,,,,,,,,,,,,,,,,DEC,blue
2007,John Moraga,1,2,0,0,1,2,2,7,14,22,6,30,5,1,0,3,3,11,6/9/14,668,4788,2,3,1904,John Dodson,,,,,,,,,,,,,,,,,,,KO/TKO,red
2118,Sergio Pettis,1,0,0,15,3,19,4,0,0,7,2,13,3,2,0,14,0,17,6/9/14,668,4789,3,3,2041,Yaotzin Meza,2,2,0,1,2,5,3,2,0,1,1,5,2,0,0,0,0,2,DEC,blue
2252,Roger Narvaez,,,,,,,,,,,,,,,,,,,6/9/14,668,4805,2,3,1694,Patrick Cummins,1,1,0,5,2,8,,,,,,,,,,,,,KO/TKO,red
875,Ross Pearson,,,,,,,,,,,,,,,,,,,10/7/18,668,4810,3,3,461,Diego Sanchez,4,3,1,3,2,9,2,0,0,3,1,6,6,0,0,4,0,10,DEC,red
1056,Danny Martinez,1,1,0,1,2,4,6,1,0,8,0,14,6,4,0,9,0,15,6/9/14,668,4826,3,3,1034,Scott Jorgensen,0,0,0,5,1,6,,,,,,,,,,,,,DEC,red
937,Jason High,,,,,,,,,,,,,,,,,,,6/9/14,668,4836,2,3,532,Rafael dos Anjos,4,1,0,6,0,10,0,0,1,3,2,5,3,0,0,2,0,5,KO/TKO,red
2239,Jake Lindsey,,,,,,,,,,,,,,,,,,,6/9/14,668,4838,3,3,2019,Jon Tuck,,,,,,,,,,,,,,,,,,,KO/TKO,red
2244,Josh Shockley,,,,,,,,,,,,,,,,,,,6/16/14,669,4770,1,3,2243,Jason Saggo,,,,,,,,,,,,,,,,,,,KO/TKO,red
2131,Kiichi Kunimoto,0,5,0,9,3,12,,,,,,,,,,,,,6/16/14,669,4781,1,3,2027,Daniel Sarafian,,,,,,,,,,,,,,,,,,,SUB,blue
1861,Mike Easton,6,5,0,3,6,15,3,3,0,6,2,11,5,3,0,5,10,20,6/16/14,669,4794,3,3,1060,Yves Jabouin,5,1,0,13,3,21,3,0,0,7,2,12,,,,,,,DEC,red
2210,Michinori Tanaka,,,,,,,,,,,,,,,,,,,6/16/14,669,4795,3,3,1912,Roland Delorme,,,,,,,,,,,,,,,,,,,DEC,blue
1386,Tyron Woodley,3,6,0,8,0,11,0,0,0,2,1,3,,,,,,,6/16/14,669,4808,3,3,1176,Rory MacDonald,1,0,0,5,0,6,7,0,0,33,0,40,4,0,1,24,1,29,DEC,red
2145,Tae Hyun Bang,4,2,0,8,1,13,0,0,1,6,2,8,0,0,3,5,0,5,8/29/16,669,4818,3,3,2231,Kajan Johnson,,,,,,,,,,,,,,,,,,,KO/TKO,blue
1390,Rafael Feijao,,,,,,,,,,,,,,,,,,,2/1/16,669,4827,3,3,503,Ryan Bader,,,,,,,,,,,,,,,,,,,DEC,red
1161,Brendan Schaub,,,,,,,,,,,,,,,,,,,6/16/14,669,4832,3,3,367,Andrei Arlovski,,,,,,,,,,,,,,,,,,,DEC,red
2260,Elizabeth Phillips,,,,,,,,,,,,,,,,,,,6/16/14,669,4839,3,3,2256,Valerie Letourneau,,,,,,,,,,,,,,,,,,,DEC,red
1922,Ryan Jimmo,8,10,3,12,0,20,,,,,,,,,,,,,6/16/14,669,4847,2,3,1499,Ovince Saint Preux,1,0,0,0,0,1,,,,,,,,,,,,,SUB,red
2124,Nico Musoke,2,3,0,12,0,14,3,1,9,18,0,21,0,4,2,6,4,10,6/30/14,670,4754,3,3,2070,Kelvin Gastelum,1,1,2,16,2,19,0,1,0,20,8,28,2,5,0,9,1,12,DEC,red
2215,Anthony Hamilton,,,,,,,,,,,,,,,,,,,10/7/18,670,4757,1,3,2155,Aleksei Oleinik,,,,,,,,,,,,,,,,,,,SUB,red
2208,Carlos Diego Ferreira,,,,,,,,,,,,,,,,,,,6/30/14,670,4786,1,3,2039,Colton Smith,,,,,,,,,,,,,,,,,,,SUB,blue
2167,Andy Enz,5,0,0,9,4,18,5,0,0,13,1,19,7,0,0,23,2,32,6/30/14,670,4804,3,3,1989,Marcelo Guimaraes,,,,,,,,,,,,,,,,,,,DEC,red
2192,Cody Gibson,4,6,0,4,0,8,4,4,1,3,1,8,0,1,1,2,0,2,6/30/14,670,4822,1,3,1910,Johnny Bedford,0,0,2,4,0,4,,,,,,,,,,,,,KO/TKO,blue
1965,Andrew Craig,,,,,,,,,,,,,,,,,,,6/30/14,670,4828,3,3,1991,Cezar Ferreira,0,0,0,3,0,3,,,,,,,,,,,,,DEC,red
2072,Antonio Braga Neto,,,,,,,,,,,,,,,,,,,6/30/14,670,4829,3,3,2061,Clint Hester,5,1,1,17,3,25,1,1,2,16,4,21,5,0,0,18,3,26,DEC,red
2268,James Moontasri,,,,,,,,,,,,,,,,,,,6/30/14,670,4834,3,3,2176,Joe Ellenberger,,,,,,,,,,,,,,,,,,,DEC,red
1980,Hacran Dias,,,,,,,,,,,,,,,,,,,6/30/14,670,4848,3,3,1054,Ricardo Lamas,2,0,0,0,1,3,0,0,0,6,4,10,4,0,0,3,6,13,DEC,red
2265,Shane Howell,,,,,,,,,,,,,,,,,,,6/30/14,670,4853,1,3,2217,Ray Borg,1,1,1,1,0,2,1,0,4,4,0,5,1,1,0,4,0,5,SUB,red
2157,Kevin Lee,3,0,2,11,0,14,2,0,6,8,0,10,1,0,3,13,1,15,7/8/14,671,4845,3,3,2097,Jesse Ronson,5,1,0,8,5,18,10,4,0,6,7,23,3,2,0,7,2,12,DEC,blue
1504,Dustin Ortiz,16,10,17,9,4,29,7,8,1,4,2,13,9,16,5,23,7,39,7/8/14,671,4854,3,3,2126,Justin Scoggins,3,6,0,12,6,21,0,0,3,5,1,6,1,0,34,33,0,34,DEC,blue
1969,Guto Inocente,,,,,,,,,,,,,,,,,,,7/8/14,671,4858,1,3,2082,Derrick Lewis,0,2,20,22,0,22,,,,,,,,,,,,,KO/TKO,red
2211,Alexis Dufresne,,,,,,,,,,,,,,,,,,,7/8/14,671,4866,3,3,2240,Sarah Moras,,,,,,,,,,,,,,,,,,,DEC,red
2165,Leandro Issa,0,1,3,4,1,5,1,1,0,8,3,12,,,,,,,7/8/14,671,4915,3,3,2189,Jumabieke Tuerxun,1,1,0,0,1,2,2,3,1,3,1,6,1,3,1,3,0,4,SUB,blue
2271,Juan Puig,,,,,,,,,,,,,,,,,,,7/8/14,671,4916,1,3,915,Adriano Martins,0,0,0,11,2,13,,,,,,,,,,,,,KO/TKO,red
2272,Keith Berish,,,,,,,,,,,,,,,,,,,1/11/16,671,4917,1,3,2081,Robert Drysdale,,,,,,,,,,,,,,,,,,,SUB,no contest
2284,Daniel Spohn,,,,,,,,,,,,,,,,,,,7/8/14,671,4932,3,3,2283,Patrick Walsh,,,,,,,,,,,,,,,,,,,DEC,red
2242,Niklas Backstrom,,,,,,,,,,,,,,,,,,,6/3/14,672,4694,1,3,2123,Tom Niinimaki,,,,,,,,,,,,,,,,,,,SUB,blue
1340,Drew Dober,,,,,,,,,,,,,,,,,,,6/2/14,672,4727,3,3,2207,Nick Hein,,,,,,,,,,,,,,,,,,,DEC,red
1864,Maximo Blanco,10,12,0,6,4,20,4,0,1,8,4,16,4,0,0,1,3,8,6/2/14,672,4736,3,3,1990,Andy Ogle,0,1,0,4,0,4,3,1,2,6,0,9,1,3,2,6,1,8,DEC,blue
2204,Sean Strickland,2,2,11,17,1,20,,,,,,,,,,,,,6/2/14,672,4787,3,3,2064,Luke Barnatt,10,4,0,32,3,45,,,,,,,,,,,,,DEC,blue
2209,Pawel Pawlak,,,,,,,,,,,,,,,,,,,6/2/14,672,4790,3,3,668,Peter Sobotta,,,,,,,,,,,,,,,,,,,DEC,red
2122,Krzysztof Jotko,,,,,,,,,,,,,,,,,,,6/2/14,672,4793,2,3,1938,Magnus Cedenblad,,,,,,,,,,,,,,,,,,,SUB,red
507,CB Dollaway,0,0,7,12,0,12,,,,,,,,,,,,,6/2/14,672,4797,3,3,1883,Francis Carmont,0,0,0,1,0,1,2,0,0,11,2,15,0,0,0,2,1,3,DEC,blue
1706,Iuri Alcantara,2,1,5,11,0,13,0,0,14,16,0,16,0,2,5,11,2,13,6/2/14,672,4823,1,3,1882,Vaughan Lee,23,0,0,28,7,58,6,0,0,19,10,35,18,1,0,25,6,49,KO/TKO,blue
2234,Ruslan Magomedov,,,,,,,,,,,,,,,,,,,6/2/14,672,4824,3,3,2233,Viktor Pesta,,,,,,,,,,,,,,,,,,,DEC,blue
2087,Thiago Santos,1,0,6,6,0,7,,,,,,,,,,,,,7/8/14,673,4803,3,3,2069,Uriah Hall,,,,,,,,,,,,,,,,,,,DEC,red
2121,Bruno Santos,,,,,,,,,,,,,,,,,,,7/8/14,673,4831,3,3,1550,Chris Camozzi,,,,,,,,,,,,,,,,,,,DEC,blue
2051,Ildemar Alcantara,2,0,2,4,0,6,5,14,11,13,7,25,3,0,0,14,2,19,7/8/14,673,4849,3,3,1655,Kenny Robertson,0,0,6,8,1,9,,,,,,,,,,,,,DEC,red
2241,Guilherme Vasconcelos,,,,,,,,,,,,,,,,,,,7/8/14,673,4865,3,3,2218,Luke Zachrich,0,0,0,1,2,3,,,,,,,,,,,,,DEC,red
2164,Russell Doane,0,2,8,11,1,12,3,8,12,27,1,31,,,,,,,7/8/14,673,4907,3,3,1913,Marcus Brimage,,,,,,,,,,,,,,,,,,,DEC,blue
2266,Rob Font,,,,,,,,,,,,,,,,,,,7/8/14,673,4908,1,3,454,George Roop,5,1,7,9,0,14,1,2,3,9,1,11,3,0,25,25,0,28,KO/TKO,blue
2267,Bubba Bush,,,,,,,,,,,,,,,,,,,7/7/15,673,4909,1,3,1452,Kevin Casey,,,,,,,,,,,,,,,,,,,KO/TKO,no contest
1531,Charles Oliveira,4,3,5,5,0,9,6,6,1,2,1,9,2,0,1,2,1,5,6/30/14,674,4860,2,3,733,Hatsu Hioki,4,3,0,0,1,5,4,2,1,4,1,9,6,0,0,8,1,15,SUB,blue
2205,Sean O'Connell,9,10,0,6,0,15,,,,,,,,,,,,,6/30/14,674,4861,3,3,1742,Gian Villante,0,4,10,2,13,15,1,3,2,9,4,14,0,0,0,2,2,4,DEC,red
2173,Mike Rhodes,2,3,0,2,3,7,2,2,0,15,6,23,5,0,0,9,7,21,6/30/14,674,4862,3,3,2037,Robert Whittaker,0,1,0,17,2,19,,,,,,,,,,,,,DEC,red
2226,Vik Grujic,1,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,6/30/14,674,4863,1,3,2229,Chris Indich,0,1,0,1,3,4,1,2,0,2,3,6,0,0,0,0,2,2,KO/TKO,blue
2105,Jared Rosholt,1,0,4,5,0,6,7,0,10,3,1,11,8,0,16,9,0,17,6/30/14,674,4867,3,3,306,Soa Palelei,0,0,5,5,0,5,,,,,,,,,,,,,DEC,blue
2257,Rodrigo de Lima,,,,,,,,,,,,,,,,,,,6/30/14,674,4871,2,3,2047,Neil Magny,7,5,0,20,5,32,9,12,0,20,8,37,7,5,1,21,3,31,KO/TKO,red
2255,Ian Entwistle,,,,,,,,,,,,,,,,,,,3/10/16,674,4888,1,3,2254,Dan Hooker,,,,,,,,,,,,,,,,,,,KO/TKO,red
2253,Roldan Sangcha-an,,,,,,,,,,,,,,,,,,,6/30/14,674,4889,3,3,2125,Richie Vaculik,,,,,,,,,,,,,,,,,,,DEC,red
2259,Dashon Johnson,,,,,,,,,,,,,,,,,,,6/30/14,674,4890,3,3,2258,Jake Matthews,,,,,,,,,,,,,,,,,,,SUB,red
1422,Zak Cummings,1,1,0,0,0,1,4,1,4,7,3,14,0,1,9,10,3,13,7/21/14,675,4835,2,3,2015,Gunnar Nelson,0,0,14,15,1,16,,,,,,,,,,,,,SUB,red
1091,Ian McCall,,,,,,,,,,,,,,,,,,,7/21/14,675,4841,3,3,1170,Brad Pickett,4,1,2,6,4,14,0,9,2,11,9,20,3,1,0,10,2,15,DEC,blue
2290,Chris Dempsey,,,,,,,,,,,,,,,,,,,7/21/14,675,4842,1,3,2060,Ilir Latifi,0,0,0,0,0,0,,,,,,,,,,,,,KO/TKO,red
2076,Nikita Krylov,1,0,3,5,6,12,,,,,,,,,,,,,12/5/16,675,4843,1,3,2032,Cody Donovan,,,,,,,,,,,,,,,,,,,KO/TKO,blue
2016,Phil Harris,0,1,0,2,1,3,,,,,,,,,,,,,7/8/17,675,4844,3,3,2196,Neil Seery,1,0,0,7,0,8,2,2,0,11,0,13,3,4,0,23,0,26,DEC,red
460,Naoyuki Kotani,,,,,,,,,,,,,,,,,,,7/21/14,675,4887,2,3,2036,Norman Parke,3,2,0,7,3,13,2,7,0,9,2,13,3,8,0,5,3,11,KO/TKO,red
2270,Mike King,,,,,,,,,,,,,,,,,,,7/21/14,675,4910,2,3,2269,Cathal Pendred,,,,,,,,,,,,,,,,,,,SUB,red
2135,Josh Sampo,2,3,0,3,4,9,0,0,0,2,1,3,4,0,3,2,1,7,7/21/14,675,4928,1,3,2274,Patrick Holohan,,,,,,,,,,,,,,,,,,,SUB,red
2221,Leslie Smith,2,8,0,20,9,31,6,11,0,20,3,29,1,7,0,10,8,19,7/17/14,676,4837,1,3,2138,Jessamyn Duke,9,0,0,17,1,27,6,3,0,13,0,19,5,0,0,11,0,16,KO/TKO,blue
2142,Alptekin Ozkilic,8,10,3,14,0,22,7,4,0,19,0,26,0,2,0,11,1,12,7/17/14,676,4850,3,3,1966,John Lineker,1,0,1,1,1,3,18,9,5,4,0,22,2,1,0,0,0,2,KO/TKO,red
2001,Leonardo Mafra,,,,,,,,,,,,,,,,,,,7/17/14,676,4851,2,3,669,Rick Story,3,0,0,4,2,9,6,2,1,15,1,22,3,3,0,7,4,14,SUB,red
197,Pat Healy,6,2,0,2,5,13,7,8,0,2,4,13,2,2,0,3,1,6,7/17/14,676,4855,3,3,514,Gleison Tibau,,,,,,,,,,,,,,,,,,,DEC,red
648,Evan Dunham,,,,,,,,,,,,,,,,,,,7/17/14,676,4877,1,3,1657,Edson Barboza,7,0,0,17,4,28,,,,,,,,,,,,,KO/TKO,red
1982,Joe Proctor,1,0,0,2,1,4,4,11,0,20,3,27,1,1,0,33,2,36,7/17/14,676,4878,2,3,1948,Justin Salas,6,7,6,10,4,20,,,,,,,,,,,,,KO/TKO,blue
2177,Aljamain Sterling,7,13,3,9,3,19,8,10,0,7,1,16,2,2,7,7,2,11,7/17/14,676,4911,3,3,1999,Hugo Viana,5,0,0,16,2,23,9,1,0,17,2,28,5,0,0,23,0,28,KO/TKO,blue
2276,Jerrod Sanders,,,,,,,,,,,,,,,,,,,7/17/14,676,4914,1,3,2185,Yosdenis Cedeno,1,1,0,1,5,7,2,1,0,1,3,6,0,0,0,11,2,13,KO/TKO,red
2216,Alex White,8,0,6,12,0,20,,,,,,,,,,,,,7/17/14,676,4919,3,3,2048,Lucas Martins,,,,,,,,,,,,,,,,,,,KO/TKO,red
2275,Tina Lahdemaki,,,,,,,,,,,,,,,,,,,7/18/14,676,4920,3,3,2277,Claudia Gadelha,,,,,,,,,,,,,,,,,,,DEC,red
1061,Danny Castillo,4,9,0,0,11,15,0,0,0,1,0,1,,,,,,,9/2/14,677,4894,3,3,1815,Tony Ferguson,1,1,0,35,2,38,,,,,,,,,,,,,DEC,red
1806,Derek Brunson,0,1,0,6,6,12,0,0,2,7,3,10,1,0,0,7,8,16,9/2/14,677,4933,3,3,1783,Lorenz Larkin,2,5,0,11,11,24,0,0,0,4,4,8,1,18,0,21,1,23,DEC,blue
2215,Anthony Hamilton,1,1,0,5,0,6,,,,,,,,,,,,,9/2/14,677,4942,2,3,2197,Ruan Potts,0,0,0,0,0,0,,,,,,,,,,,,,KO/TKO,blue
2208,Diego Ferreira,3,3,2,4,0,7,,,,,,,,,,,,,9/2/14,677,4950,2,3,1814,Ramsey Nijem,4,1,19,35,10,49,1,3,6,14,0,15,4,5,2,12,0,16,KO/TKO,blue
2315,Damon Jackson,,,,,,,,,,,,,,,,,,,12/14/17,677,4956,2,3,1481,Yancy Medeiros,6,1,0,6,0,12,,,,,,,,,,,,,SUB,red
2314,Cain Carrizosa,,,,,,,,,,,,,,,,,,,9/2/14,677,5009,1,3,2313,Chris Wade,,,,,,,,,,,,,,,,,,,SUB,red
1694,Patrick Cummins,1,3,8,17,3,21,2,0,17,17,0,19,,,,,,,7/26/14,678,4833,3,3,472,Kyle Kingsbury,,,,,,,,,,,,,,,,,,,DEC,blue
797,Rogerio Nogueira,,,,,,,,,,,,,,,,,,,11/14/16,678,4869,1,3,516,Anthony Johnson,0,0,6,20,4,24,2,0,0,12,3,17,7,3,0,11,1,19,KO/TKO,red
1683,Bobby Green,,,,,,,,,,,,,,,,,,,7/26/14,678,4870,3,3,356,Josh Thomson,1,1,0,0,0,1,4,3,0,1,1,6,2,0,0,0,0,2,DEC,blue
1907,Dennis Bermudez,4,12,2,12,7,23,1,10,6,9,8,18,2,3,7,10,2,14,7/26/14,678,4873,2,3,459,Clay Guida,1,7,6,4,10,15,0,10,0,4,10,14,6,0,12,10,2,18,SUB,blue
1952,Tim Means,3,4,0,6,4,13,2,1,6,8,2,12,0,3,1,4,1,5,7/26/14,678,4874,3,3,2203,Hernani Perpetuo,3,0,0,0,3,6,2,0,0,3,2,7,1,0,1,7,0,8,DEC,blue
2288,Gilbert Burns,,,,,,,,,,,,,,,,,,,7/26/14,678,4875,3,3,2129,Andreas Stahl,,,,,,,,,,,,,,,,,,,DEC,blue
1272,Jorge Masvidal,3,5,0,15,8,26,7,11,1,21,2,30,3,2,0,9,1,13,7/26/14,678,4884,3,3,1976,Daron Cruickshank,5,6,18,33,4,42,5,15,1,20,3,28,,,,,,,DEC,blue
2238,Brian Ortega,,,,,,,,,,,,,,,,,,,8/22/14,678,4895,1,3,2230,Mike de la Torre,6,12,1,16,1,23,3,3,0,12,0,15,4,3,0,15,0,19,SUB,no contest
2280,Joanna Jedrzejczyk,,,,,,,,,,,,,,,,,,,7/26/14,678,4929,3,3,2279,Juliana Lima,,,,,,,,,,,,,,,,,,,DEC,blue
2193,Noad Lahat,3,4,0,5,3,11,,,,,,,,,,,,,7/26/14,678,4940,3,3,1916,Steven Siler,2,0,1,5,4,11,,,,,,,,,,,,,DEC,blue
455,Dong Hyun Kim,3,3,8,16,0,19,2,3,0,4,0,6,0,0,0,2,0,2,8/25/14,679,4886,1,3,1386,Tyron Woodley,10,14,0,10,1,21,1,0,0,7,6,14,1,0,0,3,1,5,KO/TKO,red
2295,Brendan O'Reilly,,,,,,,,,,,,,,,,,,,8/25/14,679,4963,3,3,2179,Lipeng Zhang,0,0,0,1,4,5,0,1,1,1,1,2,0,0,0,2,1,3,DEC,red
2156,Danny Mitchell,0,0,0,0,0,0,3,5,0,2,4,9,1,0,7,7,1,9,8/25/14,679,4964,3,3,2180,Sai Wang,2,0,4,7,7,16,1,6,0,5,0,6,0,0,6,2,7,9,DEC,red
2310,Shinsho Anzai,,,,,,,,,,,,,,,,,,,8/25/14,679,4965,1,3,2186,Alberto Mina,,,,,,,,,,,,,,,,,,,KO/TKO,red
2296,Yuta Sasaki,,,,,,,,,,,,,,,,,,,8/25/14,679,4966,1,3,1912,Roland Delorme,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,SUB,blue
2297,Colby Covington,,,,,,,,,,,,,,,,,,,12/23/14,679,4967,1,3,2188,An Ying Wang,0,0,0,10,3,13,,,,,,,,,,,,,SUB,blue
2235,Milana Dudieva,,,,,,,,,,,,,,,,,,,8/25/14,679,4968,3,3,2260,Elizabeth Phillips,1,2,0,25,2,28,2,1,0,18,1,21,3,0,0,14,1,18,DEC,blue
2147,Royston Wee,0,0,6,6,0,6,0,1,1,1,1,2,0,0,0,0,0,0,8/25/14,679,4969,3,3,2298,Yao Zhikui,,,,,,,,,,,,,,,,,,,DEC,blue
2278,Rin Nakai,,,,,,,,,,,,,,,,,,,9/22/14,680,4924,3,3,1317,Miesha Tate,1,0,3,4,2,7,1,3,3,7,2,10,0,0,9,9,1,10,DEC,red
2143,Jon Delos Reyes,0,2,3,9,0,9,,,,,,,,,,,,,9/22/14,680,4925,1,3,2103,Kyoji Horiguchi,3,0,0,5,2,10,7,3,7,24,0,31,2,0,17,22,0,24,KO/TKO,red
721,Takanori Gomi,1,0,0,15,2,18,18,0,0,36,3,57,4,6,0,32,4,40,9/22/14,680,4997,1,3,1974,Myles Jury,2,1,2,13,4,19,0,1,2,17,2,19,1,0,0,5,2,8,KO/TKO,red
416,Amir Sadollah,,,,,,,,,,,,,,,,,,,10/8/15,680,4998,3,3,914,Yoshihiro Akiyama,,,,,,,,,,,,,,,,,,,DEC,red
1179,Masanori Kanehara,,,,,,,,,,,,,,,,,,,9/22/14,680,4999,3,3,1755,Alex Caceres,4,2,1,10,5,19,11,5,0,12,1,24,6,1,2,19,5,30,DEC,blue
2228,Richard Walsh,4,5,4,4,2,10,6,21,6,31,2,39,5,13,6,15,2,22,9/22/14,680,5000,3,3,2131,Kiichi Kunimoto,0,5,0,10,7,17,,,,,,,,,,,,,DEC,red
2171,Takenori Sato,0,0,0,0,0,0,,,,,,,,,,,,,9/22/14,680,5002,1,3,2020,Hyun Gyu Lim,8,0,1,21,1,30,2,0,0,18,1,21,2,1,1,5,1,8,KO/TKO,red
2018,Kyung Ho Kang,0,0,9,11,3,14,0,1,16,17,2,19,1,0,32,31,0,32,9/22/14,680,5003,3,3,2210,Michinori Tanaka,0,0,2,2,1,3,0,0,7,9,0,9,1,1,7,8,0,9,DEC,blue
2262,Johnny Case,,,,,,,,,,,,,,,,,,,9/22/14,680,5004,2,3,2044,Kazuki Tokudome,2,10,0,9,0,11,0,0,14,14,0,14,0,2,0,5,1,6,SUB,blue
