B_ID,B_Name,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Significant Strikes_Landed,B__Round2_Strikes_Body Significant Strikes_Landed,B__Round2_Strikes_Clinch Significant Strikes_Landed,B__Round2_Strikes_Ground Significant Strikes_Landed,B__Round2_Strikes_Head Significant Strikes_Landed,B__Round2_Strikes_Legs Significant Strikes_Landed,B__Round2_Strikes_Significant Strikes_Landed,B__Round3_Strikes_Body Significant Strikes_Landed,B__Round3_Strikes_Clinch Significant Strikes_Landed,B__Round3_Strikes_Ground Significant Strikes_Landed,B__Round3_Strikes_Head Significant Strikes_Landed,B__Round3_Strikes_Legs Significant Strikes_Landed,B__Round3_Strikes_Significant Strikes_Landed,Date,Event_ID,Fight_ID,Last_round,Max_round,R_ID,R_Name,R__Round1_Strikes_Body Significant Strikes_Landed,R__Round1_Strikes_Clinch Significant Strikes_Landed,R__Round1_Strikes_Ground Significant Strikes_Landed,R__Round1_Strikes_Head Significant Strikes_Landed,R__Round1_Strikes_Legs Significant Strikes_Landed,R__Round1_Strikes_Significant Strikes_Landed,R__Round2_Strikes_Body Significant Strikes_Landed,R__Round2_Strikes_Clinch Significant Strikes_Landed,R__Round2_Strikes_Ground Significant Strikes_Landed,R__Round2_Strikes_Head Significant Strikes_Landed,R__Round2_Strikes_Legs Significant Strikes_Landed,R__Round2_Strikes_Significant Strikes_Landed,R__Round3_Strikes_Body Significant Strikes_Landed,R__Round3_Strikes_Clinch Significant Strikes_Landed,R__Round3_Strikes_Ground Significant Strikes_Landed,R__Round3_Strikes_Head Significant Strikes_Landed,R__Round3_Strikes_Legs Significant Strikes_Landed,R__Round3_Strikes_Significant Strikes_Landed,winby,winner
1858,Felipe Arantes,11,9,11,28,6,45,2,5,8,13,1,16,2,2,4,11,1,14,11/7/16,792,6302,3,3,1979,Erik Perez,10,4,0,16,7,33,21,0,14,13,4,38,8,2,11,15,1,24,DEC,red
2800,Jason Novelli,1,1,0,2,3,6,1,0,0,1,0,2,,,,,,,11/7/16,792,6324,3,3,2707,Polo Reyes,5,7,8,48,0,53,23,8,5,53,1,77,4,1,1,8,3,15,DEC,red
2805,Max Griffin,2,0,1,5,1,8,0,0,0,3,0,3,0,1,0,1,1,2,11/7/16,792,6348,1,3,2700,Erick Montano,3,10,0,21,10,34,1,0,5,11,7,19,3,0,0,7,7,17,KO/TKO,blue
2183,Douglas Silva de Andrade,3,0,0,5,14,22,3,2,3,11,8,22,3,1,0,13,6,22,11/7/16,792,6351,3,3,2356,Henry Briones,11,10,0,13,2,26,6,1,8,21,2,29,5,1,0,7,0,12,KO/TKO,blue
2795,Chris Avila,2,2,0,5,4,11,3,2,0,12,2,17,1,1,1,10,3,14,11/7/16,792,6352,3,3,2705,Enrique Barzola,8,4,8,15,4,27,7,2,11,18,3,28,8,4,11,29,1,38,DEC,red
2740,Alex Nicholson,6,4,3,12,12,30,0,0,0,4,0,4,,,,,,,11/7/16,792,6364,3,3,2264,Sam Alvey,19,25,11,41,4,64,9,12,13,49,9,67,9,34,0,48,7,64,DEC,red
1531,Charles Oliveira,41,37,34,49,5,95,30,26,18,43,6,79,9,8,4,14,8,31,11/7/16,792,6372,2,3,1054,Ricardo Lamas,21,15,3,19,33,73,4,11,2,30,27,61,7,15,0,34,27,68,SUB,red
786,Gegard Mousasi,16,18,44,71,21,108,8,2,15,45,19,72,9,6,16,57,6,72,10/11/16,793,6269,2,3,295,Vitor Belfort,5,11,6,23,0,28,,,,,,,,,,,,,KO/TKO,blue
2009,Jimi Manuwa,7,8,0,2,15,24,6,4,0,5,8,19,4,5,0,13,4,21,10/11/16,793,6270,2,3,1499,Ovince Saint Preux,19,11,10,47,10,76,15,10,9,35,5,55,5,4,19,36,2,43,KO/TKO,blue
2083,Daniel Omielanczuk,19,17,2,25,2,46,17,18,20,47,17,81,12,18,4,15,10,37,10/11/16,793,6271,2,3,649,Stefan Struve,13,3,11,21,3,37,14,2,6,22,5,41,15,3,5,35,13,63,SUB,red
915,Adriano Martins,1,0,1,23,5,29,1,0,0,3,0,4,0,0,0,2,2,4,10/11/16,793,6272,3,3,2078,Leonardo Santos,12,0,24,37,12,61,4,2,0,15,3,22,4,1,5,13,6,23,DEC,red
1706,Iuri Alcantara,25,5,11,29,2,56,18,9,21,50,2,70,14,10,17,52,7,73,10/11/16,793,6273,1,3,1170,Brad Pickett,14,10,10,49,12,75,11,18,2,28,23,62,7,4,3,27,12,46,SUB,blue
2504,Damian Stasiak,1,1,3,5,2,8,1,0,3,3,2,6,1,0,0,1,0,2,10/21/16,793,6274,3,3,2137,Davey Grant,3,2,13,11,8,22,8,13,7,22,2,32,3,1,3,13,2,18,SUB,blue
2172,Albert Tumenov,14,4,16,76,2,92,18,12,0,64,6,88,9,3,0,55,3,67,10/11/16,793,6280,3,3,2329,Leon Edwards,9,7,12,34,0,43,11,6,6,29,4,44,7,4,16,27,1,35,SUB,red
2164,Russell Doane,9,3,16,32,2,43,10,17,17,39,2,51,2,3,7,16,0,18,10/11/16,793,6283,1,3,2213,Mirsad Bektic,2,2,30,43,0,45,2,0,28,41,0,43,0,0,9,12,0,12,SUB,red
2822,Marc Diakiese,,,,,,,,,,,,,,,,,,,10/11/16,793,6301,2,3,2292,Lukasz Sajewski,5,2,0,11,3,19,1,1,0,8,1,10,4,0,0,6,1,11,KO/TKO,blue
2813,Mike Perry,3,0,15,21,7,31,,,,,,,,,,,,,10/11/16,793,6311,3,3,2656,Danny Roberts,7,5,0,4,4,15,11,17,0,19,1,31,6,2,10,14,0,20,KO/TKO,blue
545,Jeremy Stephens,9,4,8,27,28,64,18,15,4,65,25,108,18,3,15,64,15,97,11/14/16,794,6316,3,3,451,Frankie Edgar,17,5,8,35,21,73,7,0,34,58,13,78,10,13,42,64,14,88,DEC,red
435,Tim Boetsch,16,18,3,37,8,61,5,2,28,42,1,48,,,,,,,11/14/16,794,6318,1,3,1594,Rafael Natal,19,8,6,45,39,103,18,19,17,47,33,98,8,10,17,66,24,98,KO/TKO,blue
2785,Katlyn Chookagian,1,0,0,8,6,15,3,0,0,3,0,6,4,3,0,16,4,24,11/14/16,794,6319,3,3,1618,Liz Carmouche,4,11,0,10,10,24,5,7,1,10,7,22,2,2,4,3,5,10,DEC,red
2778,Belal Muhammad,2,1,2,19,5,26,2,3,1,24,4,30,3,1,13,83,1,87,11/14/16,794,6326,1,3,2588,Vicente Luque,5,4,5,28,13,46,2,2,5,14,1,17,11,2,9,2,0,13,KO/TKO,red
511,Thiago Alves,9,6,0,31,36,76,7,2,6,23,26,56,12,4,0,15,14,41,11/14/16,794,6328,3,3,509,Jim Miller,24,13,12,54,18,96,24,6,6,43,18,85,8,13,0,45,12,65,DEC,red
1866,Yoel Romero,16,8,23,41,24,81,13,6,0,23,13,49,19,8,38,58,11,88,11/14/16,794,6337,3,3,1769,Chris Weidman,3,7,43,57,6,66,9,3,2,13,6,28,10,1,2,18,2,30,KO/TKO,blue
1711,Michael Johnson,30,3,4,39,31,100,35,2,0,47,20,102,28,8,2,43,14,85,11/14/16,794,6339,3,3,1919,Khabib Nurmagomedov,2,3,24,29,4,35,4,2,57,58,4,66,0,0,8,10,0,10,SUB,red
2792,Amanda Cooper,0,0,0,1,0,1,,,,,,,,,,,,,11/20/16,795,6313,3,3,2769,Anna Elmose,2,4,0,2,2,6,,,,,,,,,,,,,DEC,blue
2502,Stevie Ray,5,2,4,29,8,42,2,1,26,36,7,45,2,0,1,6,5,13,11/20/16,795,6323,3,3,875,Ross Pearson,34,9,0,43,27,104,37,9,9,66,31,134,62,31,3,64,22,148,DEC,blue
2200,Alexander Yakovlev,15,8,4,9,7,31,12,7,9,23,8,43,5,1,0,27,14,46,11/20/16,795,6342,2,3,1422,Zak Cummings,7,18,1,31,6,44,16,6,4,36,10,62,6,2,12,33,6,45,SUB,red
2529,Magomed Mustafaev,6,8,5,20,3,29,0,2,0,6,1,7,,,,,,,11/20/16,795,6343,2,3,2157,Kevin Lee,44,29,25,93,2,139,27,12,16,53,3,83,20,14,49,88,1,109,SUB,red
2827,Mark Godbeer,,,,,,,,,,,,,,,,,,,11/20/16,795,6344,1,3,2788,Justin Ledet,0,2,0,45,0,45,2,1,0,37,0,39,0,0,0,29,0,29,SUB,red
2492,Alexander Volkov,,,,,,,,,,,,,,,,,,,11/20/16,795,6345,3,3,2425,Tim Johnson,3,16,11,26,10,39,6,9,2,26,1,33,4,9,0,16,1,21,DEC,blue
2655,Teruto Ishihara,12,2,6,45,15,72,7,0,4,30,4,41,1,4,0,13,1,15,11/20/16,795,6350,3,3,2729,Artem Lobov,6,3,0,15,12,33,6,2,1,10,11,27,4,1,0,8,6,18,DEC,red
2831,Jack Marshman,,,,,,,,,,,,,,,,,,,10/25/17,795,6361,2,3,1938,Magnus Cedenblad,8,7,1,11,8,27,10,15,1,16,2,28,0,1,2,5,1,6,KO/TKO,blue
2235,Milana Dudieva,2,2,0,1,0,3,2,2,0,5,0,7,1,1,0,0,0,1,7/7/18,795,6376,3,3,2376,Marion Reneau,13,16,0,39,9,61,18,3,0,23,14,55,7,2,0,36,11,54,KO/TKO,red
2084,Ali Bagautinov,23,4,30,32,6,61,17,15,19,45,6,68,28,13,21,29,6,63,11/20/16,795,6391,3,3,2103,Kyoji Horiguchi,33,15,19,70,9,112,21,7,7,85,7,113,19,15,17,62,6,87,DEC,red
2838,Kwan Ho Kwak,,,,,,,,,,,,,,,,,,,11/20/16,795,6430,3,3,2839,Brett Johns,,,,,,,,,,,,,,,,,,,DEC,red
2799,Christian Colombo,7,11,1,15,2,24,4,9,1,13,3,20,7,16,0,21,4,32,11/20/16,796,6330,3,3,2658,Luis Henrique,4,4,8,16,0,20,0,0,4,5,0,5,,,,,,,SUB,red
2122,Krzysztof Jotko,5,9,2,24,12,41,8,21,1,30,10,48,7,3,7,37,5,49,11/20/16,796,6331,3,3,449,Thales Leites,3,17,2,41,11,55,3,6,19,41,12,56,2,5,4,25,4,31,DEC,blue
438,Manvel Gamburyan,7,7,3,13,5,25,3,8,2,14,5,22,5,12,0,25,6,36,11/20/16,796,6332,2,3,1860,Johnny Eduardo,1,1,0,3,9,13,0,0,0,0,2,2,,,,,,,KO/TKO,red
2603,Cortney Casey,3,8,36,76,22,101,4,5,0,24,3,31,6,15,0,34,3,43,11/20/16,796,6338,3,3,2277,Claudia Gadelha,14,9,22,74,3,91,17,13,5,50,1,68,11,10,11,74,5,90,DEC,red
2126,Justin Scoggins,25,17,4,43,21,89,13,6,9,35,8,56,14,7,45,60,0,74,11/20/16,796,6340,2,3,2191,Pedro Munhoz,10,2,6,40,19,69,12,1,0,9,11,32,8,1,0,19,11,38,SUB,red
2775,Jack Hermansson,3,2,0,2,11,16,7,11,0,21,12,40,11,17,1,16,5,32,11/20/16,796,6346,2,3,1991,Cezar Ferreira,17,2,9,27,5,49,4,1,12,19,11,34,3,0,6,12,1,16,SUB,red
2587,Kamaru Usman,10,10,16,20,4,34,14,7,19,17,2,33,3,0,37,27,7,37,11/20/16,796,6353,3,3,2247,Warlley Alves,16,10,15,34,5,55,16,4,8,34,5,55,7,5,0,45,2,54,DEC,blue
2405,Albert Morales,0,0,0,7,20,27,3,0,0,3,15,21,4,3,1,25,2,31,12/8/16,796,6393,2,3,2325,Thomas Almeida,22,27,0,84,13,119,10,3,0,29,6,45,8,2,0,29,8,45,KO/TKO,red
2826,Zak Ottow,3,1,0,7,6,16,8,0,0,13,7,28,3,1,1,11,7,21,11/20/16,796,6410,3,3,1992,Sergio Moraes,7,2,0,19,5,31,5,2,2,33,1,39,3,0,6,26,1,30,DEC,red
2829,Gadzhimurad Antigulov,,,,,,,,,,,,,,,,,,,11/20/16,796,6411,1,3,1865,Marcos Rogerio de Lima,8,12,26,39,12,59,,,,,,,,,,,,,SUB,blue
2828,Darren Stewart,,,,,,,,,,,,,,,,,,,11/22/16,796,6412,1,3,2085,Francimar Barroso,9,19,6,21,17,47,12,22,3,29,26,67,8,16,1,22,17,47,KO/TKO,no contest
1550,Chris Camozzi,16,24,0,46,27,89,10,13,18,47,12,69,10,8,0,84,13,107,11/27/16,797,6320,3,3,2324,Daniel Kelly,2,8,16,59,7,68,3,5,5,40,5,48,5,5,29,66,1,72,DEC,red
2779,Jonathan Meunier,0,0,1,1,2,3,0,0,9,9,2,11,0,0,0,0,2,2,11/27/16,797,6347,3,3,2228,Richard Walsh,19,27,8,49,29,97,14,27,36,87,10,111,14,15,19,43,14,71,DEC,blue
2585,Andrew Holbrook,4,6,7,9,3,16,1,2,2,3,0,4,0,1,1,2,0,2,11/29/16,797,6349,3,3,2258,Jake Matthews,7,6,37,62,19,88,8,9,44,57,7,72,7,3,21,26,0,33,DEC,blue
2104,Omari Akhmedov,21,4,14,37,16,74,10,5,10,35,4,49,3,13,0,29,1,33,11/27/16,797,6360,3,3,1549,Kyle Noke,21,6,15,41,32,94,13,5,24,31,17,61,10,2,4,17,25,52,DEC,blue
2019,Jon Tuck,18,16,7,28,12,58,13,5,4,27,7,47,10,0,10,22,5,37,11/27/16,797,6367,3,3,2762,Damien Brown,2,2,17,27,1,30,0,0,3,3,0,3,1,1,0,3,0,4,DEC,red
2610,Geane Herrera,0,0,6,17,2,19,3,3,9,29,1,33,1,4,2,7,0,8,11/27/16,797,6368,3,3,2505,Ben Nguyen,5,3,14,28,8,41,0,0,0,0,1,1,,,,,,,DEC,red
2824,Alexander Volkanovski,,,,,,,,,,,,,,,,,,,7/7/18,797,6369,2,3,2626,Yusuke Kasuya,6,1,0,5,1,12,5,0,0,9,4,18,4,0,0,6,4,14,KO/TKO,blue
2823,Jenel Lausa,,,,,,,,,,,,,,,,,,,11/27/16,797,6374,3,3,2298,Yao Zhikui,1,2,2,8,0,9,1,5,0,16,1,18,0,0,3,10,0,10,DEC,blue
2808,Danielle Taylor,0,0,0,2,7,9,0,0,0,2,2,4,0,0,0,3,1,4,11/27/16,797,6422,3,3,2372,Seohee Ham,12,7,0,55,15,82,21,3,4,42,13,76,25,15,0,29,9,63,DEC,blue
2840,Tyson Pedro,,,,,,,,,,,,,,,,,,,11/27/16,797,6426,1,3,2790,Khalil Rountree,0,2,1,4,0,4,1,0,2,4,0,5,0,1,3,5,0,5,SUB,blue
2182,Ning Guangyou,9,3,2,14,4,27,8,0,8,31,11,50,4,6,0,9,10,23,11/27/16,797,6432,3,3,2359,Marlon Vera,11,3,9,13,2,26,5,3,11,15,0,20,9,4,12,18,0,27,DEC,red
2726,Ryan Hall,1,0,5,5,1,7,0,0,5,6,3,9,0,0,4,4,3,7,12/5/16,798,6306,3,3,374,Gray Maynard,10,9,0,21,1,32,5,1,3,11,1,17,2,5,5,11,4,17,DEC,blue
2780,Devin Clark,7,3,3,7,0,14,,,,,,,,,,,,,12/5/16,798,6307,3,3,2794,Josh Stansbury,7,6,0,16,5,28,0,3,1,17,2,19,0,0,14,14,0,14,DEC,blue
1843,Anthony Smith,11,8,0,30,7,48,7,6,8,23,1,31,1,1,1,9,1,11,12/5/16,798,6308,2,3,2747,Elvis Mutapcic,5,2,7,11,1,17,23,21,0,8,5,36,13,14,6,32,4,49,KO/TKO,blue
1272,Jorge Masvidal,47,27,10,99,31,177,42,34,29,126,14,182,24,20,6,106,10,140,12/5/16,798,6341,1,3,965,Jake Ellenberger,11,10,14,56,1,68,3,10,2,22,2,27,4,6,0,11,0,15,KO/TKO,blue
2299,Henry Cejudo,34,31,6,36,8,78,26,13,3,45,2,73,39,35,13,41,2,82,12/5/16,798,6365,3,3,911,Joseph Benavidez,25,18,6,55,18,98,18,17,5,52,14,84,19,22,14,69,10,98,DEC,red
2832,Jamie Moyle,,,,,,,,,,,,,,,,,,,12/5/16,798,6366,3,3,2306,Kailin Curran,18,16,13,34,6,58,18,15,4,29,11,58,4,8,0,13,2,19,DEC,blue
2295,Brendan O'Reilly,8,11,4,11,3,22,4,12,0,17,2,23,11,12,0,5,4,20,12/5/16,798,6373,3,3,2709,Dong Hyun Kim,8,17,0,29,1,38,5,8,0,50,0,55,1,0,0,5,3,9,DEC,red
1839,Alexis Davis,6,10,1,20,12,38,5,0,5,10,5,20,2,2,0,15,14,31,12/5/16,798,6400,2,3,2022,Sara McMann,16,17,21,35,1,52,12,11,4,17,6,35,3,1,4,13,6,22,SUB,red
2337,Jared Cannonier,9,4,6,20,8,37,,,,,,,,,,,,,12/5/16,798,6401,3,3,2765,Ion Cutelaba,12,10,1,23,4,39,12,8,0,27,8,47,3,6,0,21,3,27,DEC,blue
2134,Ryan Benoit,4,2,0,14,3,21,3,0,11,21,1,25,4,7,0,6,4,14,4/17/17,798,6413,3,3,2825,Brandon Moreno,1,1,4,7,0,8,,,,,,,,,,,,,DEC,red
2215,Anthony Hamilton,32,17,37,38,3,73,62,23,50,12,4,78,28,40,0,15,6,49,12/11/16,799,6378,1,3,2659,Francis Ngannou,6,6,9,26,4,36,2,3,1,30,1,33,,,,,,,SUB,red
2849,Saparbeg Safarov,,,,,,,,,,,,,,,,,,,2/11/18,799,6380,2,3,1742,Gian Villante,20,19,10,58,44,122,17,13,2,42,26,85,4,3,0,49,9,62,KO/TKO,red
2844,Gerald Meerschaert,,,,,,,,,,,,,,,,,,,12/11/16,799,6381,1,3,2786,Joe Gigliotti,5,6,0,3,0,8,0,0,0,0,0,0,0,2,1,7,0,7,SUB,blue
2848,JJ Aldrich,,,,,,,,,,,,,,,,,,,12/11/16,799,6382,3,3,2279,Juliana Lima,6,15,12,23,12,41,5,16,9,21,18,44,11,9,14,28,12,51,DEC,red
2803,Ryan Janes,,,,,,,,,,,,,,,,,,,12/11/16,799,6384,3,3,2272,Keith Berish,0,0,0,0,0,0,,,,,,,,,,,,,DEC,blue
2205,Sean O'Connell,25,46,6,88,14,127,23,14,3,36,12,71,15,14,1,78,4,97,12/11/16,799,6385,2,3,2281,Corey Anderson,30,33,17,141,15,186,21,23,40,116,12,149,17,15,29,75,7,99,KO/TKO,red
2842,Brian Camozzi,,,,,,,,,,,,,,,,,,,7/1/17,799,6390,2,3,2739,Randy Brown,10,10,1,15,6,31,4,12,1,14,1,19,2,11,2,17,1,20,KO/TKO,red
1810,Trevor Smith,16,24,11,35,18,69,10,12,30,44,7,61,10,3,37,47,10,67,12/11/16,799,6402,3,3,2789,Andrew Sanchez,1,0,3,3,2,6,3,0,12,13,1,17,1,0,6,7,0,8,DEC,red
2822,Marc Diakiese,0,1,1,4,2,6,5,12,0,32,5,42,,,,,,,12/11/16,799,6407,3,3,2377,Frankie Perez,3,0,6,11,6,20,2,1,1,3,2,7,0,0,0,0,1,1,DEC,blue
2845,Ashley Yoder,,,,,,,,,,,,,,,,,,,12/11/16,799,6437,3,3,2697,Justine Kish,6,14,1,27,8,41,3,0,0,8,5,16,3,3,4,10,2,15,DEC,red
2847,Shane Burgos,,,,,,,,,,,,,,,,,,,12/11/16,799,6440,3,3,2289,Tiago Trator,5,8,1,10,19,34,6,4,0,8,14,28,16,20,0,28,15,59,DEC,blue
1504,Dustin Ortiz,42,25,30,41,8,91,29,28,33,62,4,95,18,27,54,95,8,121,12/11/16,800,6355,3,3,2152,Zach Makovsky,3,3,11,24,10,37,7,7,3,28,13,48,8,4,17,38,12,58,DEC,blue
2784,Lando Vannata,7,2,4,23,4,34,2,0,0,3,1,6,,,,,,,12/11/16,800,6356,1,3,1675,John Makdessi,42,10,15,66,31,139,48,7,0,51,33,132,44,5,2,46,17,107,KO/TKO,blue
1340,Drew Dober,10,17,3,43,12,65,6,7,6,27,5,38,3,5,2,21,5,29,7/24/18,800,6357,2,3,2223,Olivier Aubin-Mercier,18,19,10,51,9,78,22,8,16,81,6,109,7,6,3,19,8,34,SUB,red
2023,Rustam Khabilov,7,4,16,35,12,54,8,4,9,33,5,46,5,3,31,47,7,59,12/11/16,800,6358,3,3,2243,Jason Saggo,0,0,41,41,8,49,4,2,5,15,5,24,5,2,4,22,7,34,DEC,blue
2608,Misha Cirkunov,14,16,18,57,2,73,2,6,1,19,2,23,1,0,0,3,0,4,12/11/16,800,6362,1,3,2076,Nikita Krylov,42,64,26,105,27,174,6,6,19,24,2,32,,,,,,,SUB,blue
2198,Dooho Choi,1,1,12,31,0,32,,,,,,,,,,,,,12/11/16,800,6375,3,3,1050,Cub Swanson,15,3,0,49,25,89,21,4,14,55,22,98,18,10,36,68,18,104,DEC,red
2781,Matthew Lopez,2,0,1,5,3,10,0,0,0,2,0,2,1,0,0,0,1,2,12/11/16,800,6415,3,3,1935,Mitch Gagnon,13,3,1,23,10,46,12,11,4,19,2,33,11,11,5,17,3,31,DEC,blue
2777,Emil Meek,,,,,,,,,,,,,,,,,,,12/11/16,800,6421,3,3,1867,Jordan Mein,9,4,13,48,7,64,3,0,0,8,5,16,2,0,0,8,3,13,DEC,blue
432,Matt Brown,26,47,9,75,4,105,11,15,16,66,3,80,7,6,23,34,3,44,12/11/16,800,6429,3,3,1076,Donald Cerrone,49,10,4,55,44,148,41,17,14,89,57,187,19,13,18,48,41,108,KO/TKO,red
2070,Kelvin Gastelum,13,10,9,99,21,133,29,12,13,95,23,147,25,19,0,71,12,108,12/11/16,800,6438,3,3,1403,Tim Kennedy,2,3,6,6,5,13,12,10,0,21,3,36,3,0,3,3,0,6,KO/TKO,blue
2750,Mickey Gall,0,0,21,22,0,22,,,,,,,,,,,,,12/18/16,801,6386,2,3,2628,Sage Northcutt,10,14,22,42,4,56,1,0,5,9,1,11,0,12,4,21,0,21,SUB,blue
2297,Colby Covington,9,3,25,35,3,47,8,8,15,27,3,38,1,0,18,21,0,22,12/18/16,801,6387,3,3,2263,Bryan Barberena,6,12,1,34,19,59,15,12,16,68,28,111,21,40,21,91,21,133,DEC,blue
2813,Mike Perry,6,3,25,44,11,61,1,6,5,23,2,26,1,6,3,32,1,34,12/19/16,801,6388,3,3,2291,Alan Jouban,32,41,23,92,17,141,15,3,4,31,11,57,20,6,4,64,20,104,DEC,red
2558,Scott Holtzman,18,26,2,40,11,69,10,7,14,40,3,53,7,8,7,30,3,40,12/18/16,801,6394,3,3,2773,Josh Emmett,3,0,0,6,8,17,4,0,0,12,2,18,4,0,0,14,1,19,DEC,red
2365,Sultan Aliev,3,2,0,5,0,8,,,,,,,,,,,,,12/21/16,801,6395,3,3,2754,Bojan Velickovic,4,1,0,8,18,30,1,0,0,4,8,13,8,3,0,7,4,19,DEC,blue
1170,Brad Pickett,15,11,10,49,12,76,11,18,2,28,23,62,7,4,3,27,12,46,12/18/16,801,6397,3,3,959,Urijah Faber,19,22,8,50,9,78,15,31,3,51,5,71,10,7,1,32,2,44,DEC,red
2834,Paul Craig,,,,,,,,,,,,,,,,,,,1/31/17,801,6403,2,3,2768,Henrique da Silva,29,25,0,21,8,58,15,16,34,51,1,67,,,,,,,SUB,blue
2737,Alex Morono,3,1,0,8,0,11,1,3,0,12,3,16,2,0,4,14,0,16,12/17/16,801,6409,3,3,2268,James Moontasri,13,21,35,57,10,80,1,2,3,6,3,10,1,1,1,5,0,6,DEC,blue
2462,Fredy Serrano,7,4,0,17,2,26,1,0,2,12,1,14,3,0,0,2,0,5,12/17/16,801,6416,3,3,2801,Hector Sandoval,1,0,0,3,1,5,,,,,,,,,,,,,DEC,red
2843,Irene Aldana,,,,,,,,,,,,,,,,,,,12/19/16,801,6428,3,3,2221,Leslie Smith,15,27,0,83,22,120,9,13,0,34,3,46,5,9,0,28,8,41,DEC,red
1177,Mizuto Hirota,1,0,0,9,3,13,0,1,0,23,0,23,3,12,0,23,0,26,12/18/16,801,6456,3,3,522,Cole Miller,14,6,0,33,17,64,9,1,1,28,8,45,1,1,2,19,1,21,DEC,blue
2130,Alex Garcia,3,5,8,26,2,31,6,8,1,50,0,56,2,2,5,23,1,26,1/2/17,802,6389,1,3,870,Mike Pyle,8,7,2,19,12,39,6,2,2,28,7,41,3,23,26,64,4,71,KO/TKO,blue
1952,Tim Means,43,32,2,99,27,169,26,18,20,92,8,126,13,5,3,31,14,58,1/2/17,802,6396,1,3,2469,Alex Oliveira,24,51,0,40,19,83,13,17,15,37,10,60,18,9,41,38,6,62,,no contest
2047,Neil Magny,29,36,34,103,21,153,38,48,134,247,17,302,18,28,36,126,16,160,1/2/17,802,6398,3,3,947,Johny Hendricks,3,12,6,39,18,60,8,22,7,79,36,123,6,7,3,69,20,95,DEC,blue
942,Tarec Saffiedine,11,7,0,19,20,50,13,5,0,48,27,88,7,8,5,33,25,65,1/2/17,802,6399,3,3,455,Dong Hyun Kim,9,13,13,26,1,36,2,3,19,24,0,26,0,0,0,3,0,3,DEC,red
2783,Marvin Vettori,0,0,8,10,0,10,,,,,,,,,,,,,1/2/17,802,6405,3,3,2246,Antonio Carlos Junior,15,13,15,26,5,46,16,2,22,53,3,72,3,1,3,14,2,19,DEC,red
1966,John Lineker,36,16,19,64,10,110,52,10,5,52,12,116,47,13,23,88,10,145,1/2/17,802,6420,3,3,1905,TJ Dillashaw,26,18,6,78,27,131,25,30,11,118,41,184,35,18,2,132,35,202,DEC,red
2217,Ray Borg,8,3,14,13,1,22,10,4,26,26,0,36,3,2,14,17,1,21,1/2/17,802,6457,3,3,2166,Louis Smolka,35,26,57,94,8,137,28,11,76,111,11,150,8,15,22,72,5,85,DEC,blue
2851,Niko Price,,,,,,,,,,,,,,,,,,,1/2/17,802,6458,1,3,1331,Brandon Thatch,14,11,2,11,14,39,4,0,0,17,4,25,4,2,1,4,2,10,SUB,blue
502,Ben Saunders,17,7,2,21,3,41,19,12,0,30,5,54,3,1,9,18,1,22,1/17/17,803,6423,3,3,1543,Court McGee,11,4,1,34,8,53,5,5,0,4,10,19,3,2,18,25,8,36,DEC,blue
2216,Alex White,36,14,7,45,11,92,21,8,0,33,6,60,19,10,1,23,4,46,1/17/17,803,6424,3,3,2159,Tony Martin,5,10,0,31,10,46,4,5,0,48,9,61,4,5,0,11,5,20,DEC,red
2854,Drakkar Klose,,,,,,,,,,,,,,,,,,,1/17/17,803,6425,3,3,2841,Devin Powell,,,,,,,,,,,,,,,,,,,DEC,blue
2761,Cyril Asker,3,1,0,10,0,13,,,,,,,,,,,,,1/17/17,803,6433,1,3,2767,Dmitrii Smoliakov,3,7,0,7,2,12,1,0,1,1,0,2,,,,,,,KO/TKO,blue
2810,Joachim Christensen,2,8,0,19,4,25,2,3,12,23,0,25,,,,,,,1/17/17,803,6435,3,3,2752,Bojan Mihajlovic,1,0,0,0,2,3,,,,,,,,,,,,,KO/TKO,blue
2787,Chase Sherman,4,0,0,11,15,30,3,1,0,8,8,19,0,0,0,7,3,10,1/17/17,803,6442,2,3,2106,Walt Harris,12,8,14,33,9,54,6,1,0,11,1,18,2,5,0,11,2,15,KO/TKO,red
2484,Marcin Held,0,3,0,23,0,23,0,0,1,2,0,2,0,0,3,5,0,5,1/17/17,803,6445,3,3,524,Joe Lauzon,6,22,23,94,0,100,5,8,7,54,2,61,3,4,2,20,2,25,DEC,red
2118,Sergio Pettis,11,4,19,93,15,119,12,11,18,96,14,122,10,6,3,62,5,77,1/17/17,803,6447,3,3,2007,John Moraga,13,13,0,14,17,44,22,22,18,36,24,82,13,7,25,41,4,58,DEC,blue
2748,Augusto Mendes,0,1,0,5,6,11,,,,,,,,,,,,,1/17/17,803,6484,3,3,2304,Frankie Saenz,16,14,6,37,22,75,16,17,19,52,29,97,18,32,6,31,14,63,DEC,blue
2233,Viktor Pesta,7,6,11,20,2,29,6,3,15,16,5,27,1,1,7,15,0,16,1/17/17,803,6485,1,3,2155,Aleksei Oleinik,6,10,7,22,1,29,0,0,0,1,1,2,0,0,0,0,0,0,SUB,red
